JSON_Name,JSON_ValueString
chart.result.0.timestamp.59,1500384600
chart.result.0.timestamp.60,1500471000
chart.result.0.timestamp.61,1500557400
chart.result.0.timestamp.62,1500643800
chart.result.0.timestamp.63,1500903000
chart.result.0.timestamp.64,1500989400
chart.result.0.timestamp.65,1501075800
chart.result.0.timestamp.66,1501162200
chart.result.0.timestamp.67,1501248600
chart.result.0.timestamp.68,1501507800
chart.result.0.timestamp.69,1501594200
chart.result.0.timestamp.70,1501680600
chart.result.0.timestamp.71,1501767000
chart.result.0.timestamp.72,1501853400
chart.result.0.timestamp.73,1502112600
chart.result.0.timestamp.74,1502199000
chart.result.0.timestamp.75,1502285400
chart.result.0.timestamp.76,1502371800
chart.result.0.timestamp.77,1502458200
chart.result.0.timestamp.78,1502717400
chart.result.0.timestamp.79,1502803800
chart.result.0.timestamp.80,1502890200
chart.result.0.timestamp.81,1502976600
chart.result.0.timestamp.82,1503063000
chart.result.0.timestamp.83,1503322200
chart.result.0.timestamp.84,1503408600
chart.result.0.timestamp.85,1503495000
chart.result.0.timestamp.86,1503581400
chart.result.0.timestamp.87,1503667800
chart.result.0.timestamp.88,1503927000
chart.result.0.timestamp.89,1504013400
chart.result.0.timestamp.90,1504099800
chart.result.0.timestamp.91,1504186200
chart.result.0.timestamp.92,1504272600
chart.result.0.timestamp.93,1504618200
chart.result.0.timestamp.94,1504704600
chart.result.0.timestamp.95,1504791000
chart.result.0.timestamp.96,1504877400
chart.result.0.timestamp.97,1505136600
chart.result.0.timestamp.98,1505223000
chart.result.0.timestamp.99,1505309400
chart.result.0.timestamp.100,1505395800
chart.result.0.timestamp.101,1505482200
chart.result.0.timestamp.102,1505741400
chart.result.0.timestamp.103,1505827800
chart.result.0.timestamp.104,1505914200
chart.result.0.timestamp.105,1506000600
chart.result.0.timestamp.106,1506087000
chart.result.0.timestamp.107,1506346200
chart.result.0.timestamp.108,1506432600
chart.result.0.timestamp.109,1506519000
chart.result.0.timestamp.110,1506605400
chart.result.0.timestamp.111,1506691800
chart.result.0.timestamp.112,1506951000
chart.result.0.timestamp.113,1507037400
chart.result.0.timestamp.114,1507123800
chart.result.0.timestamp.115,1507210200
chart.result.0.timestamp.116,1507296600
chart.result.0.timestamp.117,1507555800
chart.result.0.timestamp.118,1507642200
chart.result.0.timestamp.119,1507728600
chart.result.0.timestamp.120,1507815000
chart.result.0.timestamp.121,1507901400
chart.result.0.timestamp.122,1508160600
chart.result.0.timestamp.123,1508247000
chart.result.0.timestamp.124,1508333400
chart.result.0.timestamp.125,1508419800
chart.result.0.timestamp.126,1508506200
chart.result.0.timestamp.127,1508765400
chart.result.0.timestamp.128,1508851800
chart.result.0.timestamp.129,1508938200
chart.result.0.timestamp.130,1509024600
chart.result.0.timestamp.131,1509111000
chart.result.0.timestamp.132,1509370200
chart.result.0.timestamp.133,1509456600
chart.result.0.timestamp.134,1509543000
chart.result.0.timestamp.135,1509629400
chart.result.0.timestamp.136,1509715800
chart.result.0.timestamp.137,1509978600
chart.result.0.timestamp.138,1510065000
chart.result.0.timestamp.139,1510151400
chart.result.0.timestamp.140,1510237800
chart.result.0.timestamp.141,1510324200
chart.result.0.timestamp.142,1510583400
chart.result.0.timestamp.143,1510669800
chart.result.0.timestamp.144,1510756200
chart.result.0.timestamp.145,1510842600
chart.result.0.timestamp.146,1510929000
chart.result.0.timestamp.147,1511188200
chart.result.0.timestamp.148,1511274600
chart.result.0.timestamp.149,1511361000
chart.result.0.timestamp.150,1511533800
chart.result.0.timestamp.151,1511793000
chart.result.0.timestamp.152,1511879400
chart.result.0.timestamp.153,1511965800
chart.result.0.timestamp.154,1512052200
chart.result.0.timestamp.155,1512138600
chart.result.0.timestamp.156,1512397800
chart.result.0.timestamp.157,1512484200
chart.result.0.timestamp.158,1512570600
chart.result.0.timestamp.159,1512657000
chart.result.0.timestamp.160,1512743400
chart.result.0.timestamp.161,1513002600
chart.result.0.timestamp.162,1513089000
chart.result.0.timestamp.163,1513175400
chart.result.0.timestamp.164,1513261800
chart.result.0.timestamp.165,1513348200
chart.result.0.timestamp.166,1513607400
chart.result.0.timestamp.167,1513693800
chart.result.0.timestamp.168,1513780200
chart.result.0.timestamp.169,1513866600
chart.result.0.timestamp.170,1513953000
chart.result.0.timestamp.171,1514298600
chart.result.0.timestamp.172,1514385000
chart.result.0.timestamp.173,1514471400
chart.result.0.timestamp.174,1514557800
chart.result.0.timestamp.175,1514903400
chart.result.0.timestamp.176,1514989800
chart.result.0.timestamp.177,1515076200
chart.result.0.timestamp.178,1515162600
chart.result.0.timestamp.179,1515421800
chart.result.0.timestamp.180,1515508200
chart.result.0.timestamp.181,1515594600
chart.result.0.timestamp.182,1515681000
chart.result.0.timestamp.183,1515767400
chart.result.0.timestamp.184,1516113000
chart.result.0.timestamp.185,1516199400
chart.result.0.timestamp.186,1516285800
chart.result.0.timestamp.187,1516372200
chart.result.0.timestamp.188,1516631400
chart.result.0.timestamp.189,1516717800
chart.result.0.timestamp.190,1516804200
chart.result.0.timestamp.191,1516890600
chart.result.0.timestamp.192,1516977000
chart.result.0.timestamp.193,1517236200
chart.result.0.timestamp.194,1517322600
chart.result.0.timestamp.195,1517409000
chart.result.0.timestamp.196,1517495400
chart.result.0.timestamp.197,1517581800
chart.result.0.timestamp.198,1517841000
chart.result.0.timestamp.199,1517927400
chart.result.0.timestamp.200,1518013800
chart.result.0.timestamp.201,1518100200
chart.result.0.timestamp.202,1518186600
chart.result.0.timestamp.203,1518445800
chart.result.0.timestamp.204,1518532200
chart.result.0.timestamp.205,1518618600
chart.result.0.timestamp.206,1518705000
chart.result.0.timestamp.207,1518791400
chart.result.0.timestamp.208,1519137000
chart.result.0.timestamp.209,1519223400
chart.result.0.timestamp.210,1519309800
chart.result.0.timestamp.211,1519396200
chart.result.0.timestamp.212,1519655400
chart.result.0.timestamp.213,1519741800
chart.result.0.timestamp.214,1519828200
chart.result.0.timestamp.215,1519914600
chart.result.0.timestamp.216,1520001000
chart.result.0.timestamp.217,1520260200
chart.result.0.timestamp.218,1520346600
chart.result.0.timestamp.219,1520433000
chart.result.0.timestamp.220,1520519400
chart.result.0.timestamp.221,1520605800
chart.result.0.timestamp.222,1520861400
chart.result.0.timestamp.223,1520947800
chart.result.0.timestamp.224,1521034200
chart.result.0.timestamp.225,1521120600
chart.result.0.timestamp.226,1521207000
chart.result.0.timestamp.227,1521466200
chart.result.0.timestamp.228,1521552600
chart.result.0.timestamp.229,1521639000
chart.result.0.timestamp.230,1521725400
chart.result.0.timestamp.231,1521811800
chart.result.0.timestamp.232,1522071000
chart.result.0.timestamp.233,1522157400
chart.result.0.timestamp.234,1522243800
chart.result.0.timestamp.235,1522330200
chart.result.0.timestamp.236,1522675800
chart.result.0.timestamp.237,1522762200
chart.result.0.timestamp.238,1522848600
chart.result.0.timestamp.239,1522935000
chart.result.0.timestamp.240,1523021400
chart.result.0.timestamp.241,1523280600
chart.result.0.timestamp.242,1523367000
chart.result.0.timestamp.243,1523453400
chart.result.0.timestamp.244,1523539800
chart.result.0.timestamp.245,1523626200
chart.result.0.timestamp.246,1523885400
chart.result.0.timestamp.247,1523971800
chart.result.0.timestamp.248,1524058200
chart.result.0.timestamp.249,1524144600
chart.result.0.timestamp.250,1524231000
chart.result.0.timestamp.251,1524490200
chart.result.0.timestamp.252,1524576600
chart.result.0.timestamp.253,1524663000
chart.result.0.timestamp.254,1524749400
chart.result.0.timestamp.255,1524835800
chart.result.0.timestamp.256,1525095000
chart.result.0.timestamp.257,1525181400
chart.result.0.timestamp.258,1525267800
chart.result.0.timestamp.259,1525354200
chart.result.0.timestamp.260,1525440600
chart.result.0.timestamp.261,1525699800
chart.result.0.timestamp.262,1525786200
chart.result.0.timestamp.263,1525872600
chart.result.0.timestamp.264,1525959000
chart.result.0.timestamp.265,1526045400
chart.result.0.timestamp.266,1526304600
chart.result.0.timestamp.267,1526391000
chart.result.0.timestamp.268,1526477400
chart.result.0.timestamp.269,1526563800
chart.result.0.timestamp.270,1526650200
chart.result.0.timestamp.271,1526909400
chart.result.0.timestamp.272,1526995800
chart.result.0.timestamp.273,1527082200
chart.result.0.timestamp.274,1527168600
chart.result.0.timestamp.275,1527255000
chart.result.0.timestamp.276,1527600600
chart.result.0.timestamp.277,1527687000
chart.result.0.timestamp.278,1527773400
chart.result.0.timestamp.279,1527859800
chart.result.0.timestamp.280,1528119000
chart.result.0.timestamp.281,1528205400
chart.result.0.timestamp.282,1528291800
chart.result.0.timestamp.283,1528378200
chart.result.0.timestamp.284,1528464600
chart.result.0.timestamp.285,1528723800
chart.result.0.timestamp.286,1528810200
chart.result.0.timestamp.287,1528896600
chart.result.0.timestamp.288,1528983000
chart.result.0.timestamp.289,1529069400
chart.result.0.timestamp.290,1529328600
chart.result.0.timestamp.291,1529415000
chart.result.0.timestamp.292,1529501400
chart.result.0.timestamp.293,1529587800
chart.result.0.timestamp.294,1529674200
chart.result.0.timestamp.295,1529933400
chart.result.0.timestamp.296,1530019800
chart.result.0.timestamp.297,1530106200
chart.result.0.timestamp.298,1530192600
chart.result.0.timestamp.299,1530279000
chart.result.0.timestamp.300,1530538200
chart.result.0.timestamp.301,1530624600
chart.result.0.timestamp.302,1530797400
chart.result.0.timestamp.303,1530883800
chart.result.0.timestamp.304,1531143000
chart.result.0.timestamp.305,1531229400
chart.result.0.timestamp.306,1531315800
chart.result.0.timestamp.307,1531402200
chart.result.0.timestamp.308,1531488600
chart.result.0.timestamp.309,1531747800
chart.result.0.timestamp.310,1531834200
chart.result.0.timestamp.311,1531920600
chart.result.0.timestamp.312,1532007000
chart.result.0.timestamp.313,1532093400
chart.result.0.timestamp.314,1532352600
chart.result.0.timestamp.315,1532439000
chart.result.0.timestamp.316,1532525400
chart.result.0.timestamp.317,1532611800
chart.result.0.timestamp.318,1532698200
chart.result.0.timestamp.319,1532957400
chart.result.0.timestamp.320,1533043800
chart.result.0.timestamp.321,1533130200
chart.result.0.timestamp.322,1533216600
chart.result.0.timestamp.323,1533303000
chart.result.0.timestamp.324,1533562200
chart.result.0.timestamp.325,1533648600
chart.result.0.timestamp.326,1533735000
chart.result.0.timestamp.327,1533821400
chart.result.0.timestamp.328,1533907800
chart.result.0.timestamp.329,1534167000
chart.result.0.timestamp.330,1534253400
chart.result.0.timestamp.331,1534339800
chart.result.0.timestamp.332,1534426200
chart.result.0.timestamp.333,1534512600
chart.result.0.timestamp.334,1534771800
chart.result.0.timestamp.335,1534858200
chart.result.0.timestamp.336,1534944600
chart.result.0.timestamp.337,1535031000
chart.result.0.timestamp.338,1535117400
chart.result.0.timestamp.339,1535376600
chart.result.0.timestamp.340,1535463000
chart.result.0.timestamp.341,1535549400
chart.result.0.timestamp.342,1535635800
chart.result.0.timestamp.343,1535722200
chart.result.0.timestamp.344,1536067800
chart.result.0.timestamp.345,1536154200
chart.result.0.timestamp.346,1536240600
chart.result.0.timestamp.347,1536327000
chart.result.0.timestamp.348,1536586200
chart.result.0.timestamp.349,1536672600
chart.result.0.timestamp.350,1536759000
chart.result.0.timestamp.351,1536845400
chart.result.0.timestamp.352,1536931800
chart.result.0.timestamp.353,1537191000
chart.result.0.timestamp.354,1537277400
chart.result.0.timestamp.355,1537363800
chart.result.0.timestamp.356,1537450200
chart.result.0.timestamp.357,1537536600
chart.result.0.timestamp.358,1537795800
chart.result.0.timestamp.359,1537882200
chart.result.0.timestamp.360,1537968600
chart.result.0.timestamp.361,1538055000
chart.result.0.timestamp.362,1538141400
chart.result.0.timestamp.363,1538400600
chart.result.0.timestamp.364,1538487000
chart.result.0.timestamp.365,1538573400
chart.result.0.timestamp.366,1538659800
chart.result.0.timestamp.367,1538746200
chart.result.0.timestamp.368,1539005400
chart.result.0.timestamp.369,1539091800
chart.result.0.timestamp.370,1539178200
chart.result.0.timestamp.371,1539264600
chart.result.0.timestamp.372,1539351000
chart.result.0.timestamp.373,1539610200
chart.result.0.timestamp.374,1539696600
chart.result.0.timestamp.375,1539783000
chart.result.0.timestamp.376,1539869400
chart.result.0.timestamp.377,1539955800
chart.result.0.timestamp.378,1540215000
chart.result.0.timestamp.379,1540301400
chart.result.0.timestamp.380,1540387800
chart.result.0.timestamp.381,1540474200
chart.result.0.timestamp.382,1540560600
chart.result.0.timestamp.383,1540819800
chart.result.0.timestamp.384,1540906200
chart.result.0.timestamp.385,1540992600
chart.result.0.timestamp.386,1541079000
chart.result.0.timestamp.387,1541165400
chart.result.0.timestamp.388,1541428200
chart.result.0.timestamp.389,1541514600
chart.result.0.timestamp.390,1541601000
chart.result.0.timestamp.391,1541687400
chart.result.0.timestamp.392,1541773800
chart.result.0.timestamp.393,1542033000
chart.result.0.timestamp.394,1542119400
chart.result.0.timestamp.395,1542205800
chart.result.0.timestamp.396,1542292200
chart.result.0.timestamp.397,1542378600
chart.result.0.timestamp.398,1542637800
chart.result.0.timestamp.399,1542724200
chart.result.0.timestamp.400,1542810600
chart.result.0.timestamp.401,1542983400
chart.result.0.timestamp.402,1543242600
chart.result.0.timestamp.403,1543329000
chart.result.0.timestamp.404,1543415400
chart.result.0.timestamp.405,1543501800
chart.result.0.timestamp.406,1543588200
chart.result.0.timestamp.407,1543847400
chart.result.0.timestamp.408,1543933800
chart.result.0.timestamp.409,1544106600
chart.result.0.timestamp.410,1544193000
chart.result.0.timestamp.411,1544452200
chart.result.0.timestamp.412,1544538600
chart.result.0.timestamp.413,1544625000
chart.result.0.timestamp.414,1544711400
chart.result.0.timestamp.415,1544797800
chart.result.0.timestamp.416,1545057000
chart.result.0.timestamp.417,1545143400
chart.result.0.timestamp.418,1545229800
chart.result.0.timestamp.419,1545316200
chart.result.0.timestamp.420,1545402600
chart.result.0.timestamp.421,1545661800
chart.result.0.timestamp.422,1545834600
chart.result.0.timestamp.423,1545921000
chart.result.0.timestamp.424,1546007400
chart.result.0.timestamp.425,1546266600
chart.result.0.timestamp.426,1546439400
chart.result.0.timestamp.427,1546525800
chart.result.0.timestamp.428,1546612200
chart.result.0.timestamp.429,1546871400
chart.result.0.timestamp.430,1546957800
chart.result.0.timestamp.431,1547044200
chart.result.0.timestamp.432,1547130600
chart.result.0.timestamp.433,1547217000
chart.result.0.timestamp.434,1547476200
chart.result.0.timestamp.435,1547562600
chart.result.0.timestamp.436,1547649000
chart.result.0.timestamp.437,1547735400
chart.result.0.timestamp.438,1547821800
chart.result.0.timestamp.439,1548167400
chart.result.0.timestamp.440,1548253800
chart.result.0.timestamp.441,1548340200
chart.result.0.timestamp.442,1548426600
chart.result.0.timestamp.443,1548685800
chart.result.0.timestamp.444,1548772200
chart.result.0.timestamp.445,1548858600
chart.result.0.timestamp.446,1548945000
chart.result.0.timestamp.447,1549031400
chart.result.0.timestamp.448,1549290600
chart.result.0.timestamp.449,1549377000
chart.result.0.timestamp.450,1549463400
chart.result.0.timestamp.451,1549549800
chart.result.0.timestamp.452,1549636200
chart.result.0.timestamp.453,1549895400
chart.result.0.timestamp.454,1549981800
chart.result.0.timestamp.455,1550068200
chart.result.0.timestamp.456,1550154600
chart.result.0.timestamp.457,1550241000
chart.result.0.timestamp.458,1550586600
chart.result.0.timestamp.459,1550673000
chart.result.0.timestamp.460,1550759400
chart.result.0.timestamp.461,1550845800
chart.result.0.timestamp.462,1551105000
chart.result.0.timestamp.463,1551191400
chart.result.0.timestamp.464,1551277800
chart.result.0.timestamp.465,1551364200
chart.result.0.timestamp.466,1551450600
chart.result.0.timestamp.467,1551709800
chart.result.0.timestamp.468,1551796200
chart.result.0.timestamp.469,1551882600
chart.result.0.timestamp.470,1551969000
chart.result.0.timestamp.471,1552055400
chart.result.0.timestamp.472,1552311000
chart.result.0.timestamp.473,1552397400
chart.result.0.timestamp.474,1552483800
chart.result.0.timestamp.475,1552570200
chart.result.0.timestamp.476,1552656600
chart.result.0.timestamp.477,1552915800
chart.result.0.timestamp.478,1553002200
chart.result.0.timestamp.479,1553088600
chart.result.0.timestamp.480,1553175000
chart.result.0.timestamp.481,1553261400
chart.result.0.timestamp.482,1553520600
chart.result.0.timestamp.483,1553607000
chart.result.0.timestamp.484,1553693400
chart.result.0.timestamp.485,1553779800
chart.result.0.timestamp.486,1553866200
chart.result.0.timestamp.487,1554125400
chart.result.0.timestamp.488,1554211800
chart.result.0.timestamp.489,1554298200
chart.result.0.timestamp.490,1554384600
chart.result.0.timestamp.491,1554471000
chart.result.0.timestamp.492,1554730200
chart.result.0.timestamp.493,1554816600
chart.result.0.timestamp.494,1554903000
chart.result.0.timestamp.495,1554989400
chart.result.0.timestamp.496,1555075800
chart.result.0.timestamp.497,1555335000
chart.result.0.timestamp.498,1555421400
chart.result.0.timestamp.499,1555507800
chart.result.0.timestamp.500,1555594200
chart.result.0.timestamp.501,1555939800
chart.result.0.timestamp.502,1556027297
chart.result.0.indicators.quote.0.open.0,54.36000061
chart.result.0.indicators.quote.0.open.1,54.36999893
chart.result.0.indicators.quote.0.open.2,53.61999893
chart.result.0.indicators.quote.0.open.3,53.79999924
chart.result.0.indicators.quote.0.open.4,53.43000031
chart.result.0.indicators.quote.0.open.5,53.75
chart.result.0.indicators.quote.0.open.6,54.15999985
chart.result.0.indicators.quote.0.open.7,54.47999954
chart.result.0.indicators.quote.0.open.8,61.88999939
chart.result.0.indicators.quote.0.open.9,58.22999954
chart.result.0.indicators.quote.0.open.10,59.52999878
chart.result.0.indicators.quote.0.open.11,60.09999847
chart.result.0.indicators.quote.0.open.12,59.91999817
chart.result.0.indicators.quote.0.open.13,60.45000076
chart.result.0.indicators.quote.0.open.14,60.36999893
chart.result.0.indicators.quote.0.open.15,60.84999847
chart.result.0.indicators.quote.0.open.16,61.93000031
chart.result.0.indicators.quote.0.open.17,60.75
chart.result.0.indicators.quote.0.open.18,59.88000107
chart.result.0.indicators.quote.0.open.19,60
chart.result.0.indicators.quote.0.open.20,60.20999908
chart.result.0.indicators.quote.0.open.21,60.43999863
chart.result.0.indicators.quote.0.open.22,60.97000122
chart.result.0.indicators.quote.0.open.23,62
chart.result.0.indicators.quote.0.open.24,63.86000061
chart.result.0.indicators.quote.0.open.25,63.27000046
chart.result.0.indicators.quote.0.open.26,62.68000031
chart.result.0.indicators.quote.0.open.27,62.02999878
chart.result.0.indicators.quote.0.open.28,62.36999893
chart.result.0.indicators.quote.0.open.29,62.5
chart.result.0.indicators.quote.0.open.30,61.95999908
chart.result.0.indicators.quote.0.open.31,62.04999924
chart.result.0.indicators.quote.0.open.32,62.09000015
chart.result.0.indicators.quote.0.open.33,63.40999985
chart.result.0.indicators.quote.0.open.34,58.91999817
chart.result.0.indicators.quote.0.open.35,62.65999985
chart.result.0.indicators.quote.0.open.36,62.36999893
chart.result.0.indicators.quote.0.open.37,61.22999954
chart.result.0.indicators.quote.0.open.38,61.61999893
chart.result.0.indicators.quote.0.open.39,62.61000061
chart.result.0.indicators.quote.0.open.40,63.65999985
chart.result.0.indicators.quote.0.open.41,63.40000153
chart.result.0.indicators.quote.0.open.42,65.22000122
chart.result.0.indicators.quote.0.open.43,65.73000336
chart.result.0.indicators.quote.0.open.44,66.79000092
chart.result.0.indicators.quote.0.open.45,65.75
chart.result.0.indicators.quote.0.open.46,64.91000366
chart.result.0.indicators.quote.0.open.47,63.97000122
chart.result.0.indicators.quote.0.open.48,61.77999878
chart.result.0.indicators.quote.0.open.49,61.63000107
chart.result.0.indicators.quote.0.open.50,61.38999939
chart.result.0.indicators.quote.0.open.51,61.5
chart.result.0.indicators.quote.0.open.52,61.47999954
chart.result.0.indicators.quote.0.open.53,62.77000046
chart.result.0.indicators.quote.0.open.54,62.27999878
chart.result.0.indicators.quote.0.open.55,63.47000122
chart.result.0.indicators.quote.0.open.56,64.55000305
chart.result.0.indicators.quote.0.open.57,63.63000107
chart.result.0.indicators.quote.0.open.58,64.58000183
chart.result.0.indicators.quote.0.open.59,63.79999924
chart.result.0.indicators.quote.0.open.60,64.08000183
chart.result.0.indicators.quote.0.open.61,64.63999939
chart.result.0.indicators.quote.0.open.62,64.26999664
chart.result.0.indicators.quote.0.open.63,63.75999832
chart.result.0.indicators.quote.0.open.64,64.44000244
chart.result.0.indicators.quote.0.open.65,65.09999847
chart.result.0.indicators.quote.0.open.66,65.5
chart.result.0.indicators.quote.0.open.67,64.48999786
chart.result.0.indicators.quote.0.open.68,65.16000366
chart.result.0.indicators.quote.0.open.69,64.54000092
chart.result.0.indicators.quote.0.open.70,65.59999847
chart.result.0.indicators.quote.0.open.71,69.51000214
chart.result.0.indicators.quote.0.open.72,69.94999695
chart.result.0.indicators.quote.0.open.73,71.05000305
chart.result.0.indicators.quote.0.open.74,70.13999939
chart.result.0.indicators.quote.0.open.75,69.11000061
chart.result.0.indicators.quote.0.open.76,69.5
chart.result.0.indicators.quote.0.open.77,67.68000031
chart.result.0.indicators.quote.0.open.78,69.44999695
chart.result.0.indicators.quote.0.open.79,70.33999634
chart.result.0.indicators.quote.0.open.80,70.43000031
chart.result.0.indicators.quote.0.open.81,70.34999847
chart.result.0.indicators.quote.0.open.82,69.04000092
chart.result.0.indicators.quote.0.open.83,69.58000183
chart.result.0.indicators.quote.0.open.84,70.38999939
chart.result.0.indicators.quote.0.open.85,71.12000275
chart.result.0.indicators.quote.0.open.86,71.66000366
chart.result.0.indicators.quote.0.open.87,72.23000336
chart.result.0.indicators.quote.0.open.88,72
chart.result.0.indicators.quote.0.open.89,70.72000122
chart.result.0.indicators.quote.0.open.90,71.5
chart.result.0.indicators.quote.0.open.91,71.91999817
chart.result.0.indicators.quote.0.open.92,72.62999725
chart.result.0.indicators.quote.0.open.93,72.22000122
chart.result.0.indicators.quote.0.open.94,72.09999847
chart.result.0.indicators.quote.0.open.95,72.34999847
chart.result.0.indicators.quote.0.open.96,72.38999939
chart.result.0.indicators.quote.0.open.97,73.41999817
chart.result.0.indicators.quote.0.open.98,74.94000244
chart.result.0.indicators.quote.0.open.99,75.62999725
chart.result.0.indicators.quote.0.open.100,75.27999878
chart.result.0.indicators.quote.0.open.101,74.84999847
chart.result.0.indicators.quote.0.open.102,75.20999908
chart.result.0.indicators.quote.0.open.103,76.12999725
chart.result.0.indicators.quote.0.open.104,75.43000031
chart.result.0.indicators.quote.0.open.105,75.5
chart.result.0.indicators.quote.0.open.106,75.31999969
chart.result.0.indicators.quote.0.open.107,75.58000183
chart.result.0.indicators.quote.0.open.108,74.22000122
chart.result.0.indicators.quote.0.open.109,74.34999847
chart.result.0.indicators.quote.0.open.110,75.48999786
chart.result.0.indicators.quote.0.open.111,74.59999847
chart.result.0.indicators.quote.0.open.112,75.12999725
chart.result.0.indicators.quote.0.open.113,75.44999695
chart.result.0.indicators.quote.0.open.114,76.05000305
chart.result.0.indicators.quote.0.open.115,76.41000366
chart.result.0.indicators.quote.0.open.116,76.61000061
chart.result.0.indicators.quote.0.open.117,77.44000244
chart.result.0.indicators.quote.0.open.118,77.83999634
chart.result.0.indicators.quote.0.open.119,76.54000092
chart.result.0.indicators.quote.0.open.120,76.91999817
chart.result.0.indicators.quote.0.open.121,77.80000305
chart.result.0.indicators.quote.0.open.122,78
chart.result.0.indicators.quote.0.open.123,78.41000366
chart.result.0.indicators.quote.0.open.124,79.5
chart.result.0.indicators.quote.0.open.125,78.38999939
chart.result.0.indicators.quote.0.open.126,78.69999695
chart.result.0.indicators.quote.0.open.127,79.68000031
chart.result.0.indicators.quote.0.open.128,79.29000092
chart.result.0.indicators.quote.0.open.129,78.76999664
chart.result.0.indicators.quote.0.open.130,78.51999664
chart.result.0.indicators.quote.0.open.131,79.83000183
chart.result.0.indicators.quote.0.open.132,79
chart.result.0.indicators.quote.0.open.133,80.11000061
chart.result.0.indicators.quote.0.open.134,81.55000305
chart.result.0.indicators.quote.0.open.135,80.26000214
chart.result.0.indicators.quote.0.open.136,72.37999725
chart.result.0.indicators.quote.0.open.137,74.58000183
chart.result.0.indicators.quote.0.open.138,71.52999878
